Report_ID,Crime_Type,Severity,Latitude,Longitude,Timestamp
1496,Theft,Medium,14.215562,121.850454,2024-01-14 19:35:00
1497,Burglary,Medium,8.434014,123.761795,2024-11-19 11:28:00
1498,Assault,Critical,10.62517,116.49482,2024-01-17 22:33:00
1499,Domestic Violence,Critical,7.527112,116.264626,2024-08-19 02:39:00
1500,Fire Incident,Critical,8.600489,117.261091,2024-03-13 07:58:00
1501,Drug Possession,High,7.01648,118.8111,2024-03-06 06:22:00
1502,Kidnapping,Critical,9.295119,120.480041,2024-05-03 04:49:00
1503,Robbery,Critical,7.54041,123.846307,2024-08-05 00:21:00
1504,Fire Incident,Critical,6.382419,117.567066,2024-08-24 02:06:00
1505,Burglary,High,18.182085,125.894517,2024-02-07 18:38:00
1506,Drug Trafficking,High,15.529872,122.44632,2024-12-24 23:26:00
1507,Fire Incident,Critical,18.290999,118.962163,2024-08-19 19:19:00
1508,Terrorism Threat,Critical,12.743695,116.72004,2024-01-22 01:10:00
1509,Fraud,Medium,17.792291,116.204851,2024-03-14 22:00:00
1510,Vandalism,Low,9.26458,120.474205,2024-03-02 02:24:00
1511,Drug Trafficking,High,10.226273,126.838396,2024-06-27 12:30:00
1512,Fraud,High,5.585089,124.939081,2024-07-29 15:00:00
1513,Drug Possession,Medium,5.84245,126.139918,2024-07-18 00:18:00
1514,Burglary,High,18.989386,125.266825,2024-06-03 22:08:00
1515,Cybercrime,Medium,7.259828,121.874982,2024-02-20 22:12:00
1516,Cybercrime,Medium,10.534269,117.352747,2024-04-11 16:33:00
1517,Burglary,High,7.951902,121.553023,2024-08-19 18:45:00
1518,Domestic Violence,Critical,18.714965,123.785295,2024-07-17 19:15:00
1519,Vandalism,Medium,9.782817,121.057793,2024-08-27 04:12:00
1520,Theft,Medium,14.050206,116.022523,2024-12-12 23:56:00
1521,Theft,Medium,14.41789,120.544793,2024-12-22 01:29:00
1522,Fire Incident,Critical,12.53384,124.660358,2024-02-26 10:48:00
1523,Theft,High,14.411443,119.882942,2024-10-01 01:39:00
1524,Traffic Accident,High,7.480613,124.447624,2024-01-07 03:20:00
1525,Homicide,Critical,11.477695,126.298726,2024-11-19 17:33:00
1526,Theft,Medium,15.404022,124.342631,2024-09-17 13:22:00
1527,Drug Trafficking,High,16.427932,122.877602,2024-06-10 00:50:00
1528,Vandalism,Medium,18.542151,116.404756,2024-12-24 20:57:00
1529,Drug Trafficking,High,7.745215,125.032358,2024-10-15 10:06:00
1530,Homicide,Critical,17.178827,122.260125,2024-12-25 17:28:00
1531,Drug Possession,Medium,14.237738,122.222778,2024-05-07 19:35:00
1532,Assault,High,15.443628,117.40174,2024-06-14 23:58:00
1533,Burglary,Medium,16.86734,116.254293,2024-07-03 04:06:00
1534,Terrorism Threat,Critical,5.02737,120.698259,2024-02-07 18:22:00
1535,Domestic Violence,Critical,16.820782,120.475635,2024-03-29 15:10:00
1536,Terrorism Threat,Critical,11.938046,121.689826,2024-02-01 15:36:00
1537,Vandalism,Low,8.891062,120.620683,2024-11-22 20:25:00
1538,Domestic Violence,High,10.486024,119.681764,2024-01-19 11:24:00
1539,Vandalism,Medium,18.40886,126.086947,2024-05-23 08:40:00
1540,Drug Possession,High,9.351282,122.885942,2024-03-11 10:24:00
1541,Theft,High,11.047285,116.264259,2024-08-31 10:21:00
1542,Burglary,Medium,6.509769,118.621951,2024-09-05 03:56:00
1543,Robbery,Critical,12.275451,118.60418,2024-02-23 02:12:00
1544,Terrorism Threat,Critical,15.69738,122.878836,2024-03-31 21:29:00
1545,Assault,High,17.834001,120.151346,2024-02-17 08:27:00
1546,Kidnapping,Critical,5.868031,124.826258,2024-02-09 21:30:00
1547,Cybercrime,High,5.921064,123.453209,2024-02-08 00:18:00
1548,Cybercrime,High,10.623563,122.790322,2024-10-26 08:37:00
1549,Vandalism,Low,11.347757,121.1063,2024-11-07 17:41:00
1550,Homicide,Critical,9.754631,126.313433,2024-01-19 21:53:00
1551,Terrorism Threat,Critical,12.24098,122.465947,2024-03-19 15:33:00
1552,Homicide,Critical,5.17204,123.846293,2024-05-20 23:39:00
1553,Kidnapping,Critical,13.923092,118.819147,2024-11-02 13:37:00
1554,Public Disturbance,Medium,7.602928,117.5144,2024-02-02 02:11:00
1555,Robbery,High,9.363336,120.794329,2024-09-17 12:01:00
1556,Cybercrime,Medium,7.063727,119.395419,2024-09-06 16:37:00
1557,Cybercrime,High,18.583795,121.694486,2024-04-15 07:04:00
1558,Robbery,High,12.09951,125.186924,2024-02-09 18:19:00
1559,Fraud,High,7.7357,118.204091,2024-05-26 13:17:00
1560,Assault,Critical,7.650978,121.232976,2024-12-06 08:26:00
1561,Domestic Violence,Critical,13.625444,120.605648,2024-04-28 04:02:00
1562,Homicide,Critical,11.360229,124.681105,2024-01-31 17:21:00
1563,Public Disturbance,Low,17.87935,123.026438,2024-06-16 16:19:00
1564,Terrorism Threat,Critical,13.73488,118.629209,2024-08-29 09:38:00
1565,Fire Incident,Critical,7.874429,118.02669,2024-01-05 21:32:00
1566,Traffic Accident,Medium,6.032236,116.330193,2024-03-24 21:04:00
1567,Kidnapping,Critical,9.068067,118.138438,2024-09-19 01:52:00
1568,Robbery,High,7.78772,119.12511,2024-06-08 10:20:00
1569,Burglary,Medium,9.757445,122.099555,2024-05-10 00:14:00
1570,Drug Trafficking,High,7.465084,118.879675,2024-03-14 16:25:00
1571,Theft,Medium,10.304919,124.661555,2024-03-21 19:19:00
1572,Domestic Violence,High,9.271013,118.641649,2024-09-28 03:17:00
1573,Drug Possession,High,17.29743,116.719153,2024-04-15 04:08:00
1574,Kidnapping,Critical,16.128574,118.108494,2024-10-02 09:26:00
1575,Traffic Accident,High,13.393688,126.746797,2024-06-27 01:48:00
1576,Robbery,High,16.962096,119.23601,2024-04-18 04:23:00
1577,Domestic Violence,High,5.745626,124.751731,2024-04-02 02:01:00
1578,Public Disturbance,Low,15.18218,124.631317,2024-02-17 05:44:00
1579,Drug Possession,High,15.518313,123.095787,2024-09-29 12:46:00
1580,Public Disturbance,Medium,7.505979,123.837356,2024-12-17 22:13:00
1581,Public Disturbance,Medium,8.756696,120.410407,2024-01-27 15:42:00
1582,Drug Trafficking,High,17.528385,120.972881,2024-06-19 16:10:00
1583,Fire Incident,Critical,8.060312,120.675251,2024-10-01 14:00:00
1584,Drug Possession,High,8.563409,116.932348,2024-03-02 04:29:00
1585,Cybercrime,High,12.26349,118.531953,2024-01-30 23:01:00
1586,Terrorism Threat,Critical,12.171669,119.700114,2024-11-24 12:26:00
1587,Terrorism Threat,Critical,11.055079,120.042631,2024-12-28 07:11:00
1588,Domestic Violence,Critical,10.353193,117.975223,2024-06-19 05:47:00
1589,Burglary,Medium,10.027301,116.906604,2024-02-26 21:55:00
1590,Burglary,Medium,6.377728,116.784835,2024-01-28 21:00:00
1591,Drug Trafficking,Critical,7.753049,119.621654,2024-08-08 10:20:00
1592,Burglary,Medium,14.878997,126.977953,2024-07-09 03:40:00
1593,Theft,High,8.945834,119.812956,2024-10-21 01:06:00
1594,Fire Incident,Critical,16.506058,124.335867,2024-01-09 15:48:00
1595,Public Disturbance,Low,17.116526,118.503363,2024-06-01 19:49:00
1596,Public Disturbance,Low,12.221555,124.645721,2024-12-07 07:47:00
1597,Terrorism Threat,Critical,9.769234,116.944634,2024-05-16 18:51:00
1598,Fraud,High,7.934187,120.949691,2024-01-22 22:06:00
1599,Traffic Accident,Medium,13.085118,117.411802,2024-01-08 01:11:00
1600,Public Disturbance,Medium,9.757511,120.61062,2024-10-20 17:22:00
1601,Cybercrime,High,13.217371,122.243352,2024-01-24 10:53:00
1602,Kidnapping,Critical,7.151677,126.479013,2024-08-28 11:32:00
1603,Fire Incident,Critical,18.72241,118.246251,2024-10-11 10:51:00
1604,Assault,Critical,7.636741,117.195022,2024-11-24 19:09:00
1605,Cybercrime,Medium,7.399931,123.423741,2024-05-09 08:24:00
1606,Robbery,Critical,5.375739,118.188986,2024-10-07 23:59:00
1607,Cybercrime,Medium,8.262552,123.255269,2024-02-20 22:58:00
1608,Terrorism Threat,Critical,5.804345,121.703848,2024-05-05 02:52:00
1609,Domestic Violence,Critical,10.475474,126.885546,2024-04-04 00:50:00
1610,Fraud,High,15.403999,120.278922,2024-05-30 08:29:00
1611,Kidnapping,Critical,17.186287,119.407329,2024-12-11 17:22:00
1612,Drug Possession,High,13.224887,121.527225,2024-11-30 04:50:00
1613,Burglary,Medium,5.104206,117.569612,2024-02-16 13:57:00
1614,Fire Incident,Critical,13.46788,118.715241,2024-08-27 11:47:00
1615,Public Disturbance,Medium,11.477736,116.429933,2024-03-07 08:08:00
1616,Cybercrime,High,9.854946,125.269034,2024-08-04 14:17:00
1617,Fire Incident,Critical,13.582385,124.909832,2024-05-07 12:33:00
1618,Fraud,Medium,7.514094,122.795102,2024-11-10 15:05:00
1619,Terrorism Threat,Critical,10.38531,123.24988,2024-03-10 13:34:00
1620,Fire Incident,Critical,14.781027,116.480309,2024-04-25 00:03:00
1621,Burglary,High,14.333197,116.734182,2024-06-07 04:48:00
1622,Public Disturbance,Medium,18.893456,122.081063,2024-09-25 12:03:00
1623,Assault,High,12.061528,124.574617,2024-10-25 14:56:00
1624,Terrorism Threat,Critical,7.307747,118.281093,2024-02-02 12:03:00
1625,Terrorism Threat,Critical,5.37405,123.027533,2024-12-02 08:21:00
1626,Fire Incident,Critical,9.811208,120.39276,2024-05-21 13:26:00
1627,Fire Incident,Critical,5.528845,118.756663,2024-04-09 09:10:00
1628,Domestic Violence,Critical,11.786629,116.750609,2024-06-25 10:23:00
1629,Terrorism Threat,Critical,6.963581,125.024694,2024-04-27 12:05:00
1630,Drug Possession,Medium,13.49784,117.949603,2024-03-31 09:42:00
1631,Fire Incident,Critical,7.358347,123.385314,2024-01-09 03:55:00
1632,Burglary,Medium,11.169212,117.957343,2024-01-26 01:58:00
1633,Drug Trafficking,Critical,14.754393,125.201513,2024-03-15 20:26:00
1634,Fire Incident,Critical,14.664854,120.883854,2024-01-04 09:32:00
1635,Robbery,Critical,15.739599,126.217026,2024-09-29 19:23:00
1636,Vandalism,Low,6.27941,120.63851,2024-01-11 14:27:00
1637,Domestic Violence,High,14.519433,116.694886,2024-03-11 08:15:00
1638,Drug Possession,Medium,5.616175,121.637501,2024-08-26 05:12:00
1639,Domestic Violence,High,13.745427,126.277601,2024-10-14 16:14:00
1640,Fraud,Medium,8.253714,117.164738,2024-08-23 11:15:00
1641,Drug Possession,Medium,10.629953,119.478642,2024-10-10 09:31:00
1642,Drug Trafficking,Critical,8.081347,123.237579,2024-07-21 18:23:00
1643,Traffic Accident,Medium,5.942638,118.404169,2024-08-07 13:41:00
1644,Public Disturbance,Low,14.975436,124.703858,2024-05-04 20:27:00
1645,Burglary,Medium,13.39814,126.795575,2024-10-09 22:40:00
1646,Kidnapping,Critical,9.648652,122.988888,2024-08-19 12:52:00
1647,Public Disturbance,Low,9.691473,122.693867,2024-11-22 21:17:00
1648,Fire Incident,Critical,12.154366,124.159953,2024-01-10 16:17:00
1649,Vandalism,Low,13.628881,125.864574,2024-08-12 21:31:00
1650,Vandalism,Medium,15.60144,122.817429,2024-02-13 15:13:00
1651,Kidnapping,Critical,10.243331,119.262762,2024-04-20 10:38:00
1652,Fire Incident,Critical,7.861395,116.416974,2024-11-19 02:40:00
1653,Domestic Violence,High,8.89377,123.079623,2024-01-29 20:11:00
1654,Fraud,High,15.507713,118.51911,2024-08-29 05:22:00
1655,Domestic Violence,High,7.881444,116.594814,2024-06-29 20:01:00
1656,Vandalism,Medium,12.300607,118.019,2024-01-05 09:36:00
1657,Assault,Critical,5.979789,118.11712,2024-04-13 01:27:00
1658,Drug Trafficking,High,6.284631,122.518937,2024-05-28 19:40:00
1659,Vandalism,Low,10.967357,121.137817,2024-04-29 12:52:00
1660,Drug Trafficking,High,10.936235,122.664364,2024-08-08 17:04:00
1661,Cybercrime,High,18.548161,118.215411,2024-12-16 09:04:00
1662,Assault,Critical,10.575423,117.845426,2024-11-17 09:36:00
1663,Fraud,High,15.644543,125.015642,2024-12-16 23:34:00
1664,Theft,High,10.983562,116.915561,2024-08-06 14:55:00
1665,Kidnapping,Critical,12.73993,117.932692,2024-10-04 00:50:00
1666,Terrorism Threat,Critical,9.281862,119.115483,2024-12-16 03:21:00
1667,Assault,Critical,6.913189,121.161843,2024-04-22 16:00:00
1668,Drug Trafficking,High,5.17968,121.507698,2024-09-29 12:37:00
1669,Public Disturbance,Medium,17.959675,126.343135,2024-09-28 17:10:00
1670,Fire Incident,Critical,11.853716,123.051536,2024-02-21 20:54:00
1671,Fraud,Medium,18.894615,117.369253,2024-04-28 05:29:00
1672,Drug Trafficking,Critical,18.399356,124.483974,2024-09-10 19:51:00
1673,Public Disturbance,Medium,14.750376,123.15997,2024-11-04 18:38:00
1674,Vandalism,Low,11.688158,126.136154,2024-09-20 04:10:00
1675,Theft,Medium,8.65863,121.010178,2024-04-17 07:25:00
1676,Burglary,Medium,13.430091,126.469561,2024-04-27 13:08:00
1677,Theft,Medium,15.793611,123.088371,2024-10-06 20:57:00
1678,Fire Incident,Critical,14.884977,126.715601,2024-02-28 12:11:00
1679,Drug Trafficking,Critical,7.321531,120.695586,2024-08-08 01:40:00
1680,Fire Incident,Critical,13.205117,124.073268,2024-03-05 17:10:00
1681,Homicide,Critical,13.906523,124.543602,2024-09-07 18:42:00
1682,Kidnapping,Critical,8.766299,118.304781,2024-10-16 19:02:00
1683,Cybercrime,Medium,18.818357,124.980283,2024-01-02 03:35:00
1684,Homicide,Critical,5.977781,123.659484,2024-10-30 12:50:00
1685,Cybercrime,High,7.38888,120.121165,2024-04-07 19:37:00
1686,Drug Trafficking,Critical,7.547781,126.433316,2024-11-24 03:52:00
1687,Drug Trafficking,High,7.813172,124.249073,2024-05-19 17:25:00
1688,Burglary,High,11.170226,126.042685,2024-03-20 12:19:00
1689,Drug Possession,Medium,9.103758,120.155014,2024-07-20 12:46:00
1690,Assault,Critical,5.415333,118.582581,2024-12-19 07:23:00
1691,Homicide,Critical,5.133092,118.926888,2024-01-06 06:17:00
1692,Robbery,High,7.954957,124.709652,2024-09-30 13:14:00
1693,Burglary,High,11.625245,119.70733,2024-11-08 17:14:00
1694,Domestic Violence,Critical,14.54604,119.773852,2024-08-17 12:56:00
1695,Vandalism,Medium,14.311096,120.162793,2024-02-11 16:22:00
1696,Traffic Accident,High,16.287783,116.033931,2024-10-19 14:06:00
1697,Kidnapping,Critical,5.359526,117.35184,2024-07-22 12:02:00
1698,Vandalism,Medium,11.326853,123.548034,2024-12-12 00:42:00
1699,Fraud,Medium,5.043808,123.018806,2024-08-22 14:33:00
1700,Theft,High,17.228083,126.665573,2024-08-25 00:57:00
1701,Terrorism Threat,Critical,8.269821,121.329898,2024-02-29 06:01:00
1702,Traffic Accident,High,18.147187,126.356254,2024-12-12 16:50:00
1703,Homicide,Critical,15.279888,119.232493,2024-05-22 01:13:00
1704,Kidnapping,Critical,17.178022,125.638574,2024-01-24 02:47:00
1705,Kidnapping,Critical,11.970951,116.957989,2024-12-05 21:58:00
1706,Drug Possession,High,18.370717,121.303854,2024-06-24 10:03:00
1707,Vandalism,Low,7.386062,126.386309,2024-03-06 02:56:00
1708,Homicide,Critical,11.088508,123.873417,2024-04-26 16:18:00
1709,Domestic Violence,Critical,15.728324,118.424136,2024-07-06 14:23:00
1710,Public Disturbance,Low,14.316669,126.150098,2024-12-24 05:36:00
1711,Assault,Critical,17.207168,126.24958,2024-02-17 02:08:00
1712,Domestic Violence,Critical,17.74234,124.172646,2024-10-04 21:49:00
1713,Fraud,Medium,8.129712,117.27259,2024-03-04 20:19:00
1714,Homicide,Critical,6.247952,124.146393,2024-05-17 00:16:00
1715,Homicide,Critical,13.019746,117.401592,2024-08-16 04:34:00
1716,Fire Incident,Critical,13.076836,116.018463,2024-02-15 01:31:00
1717,Drug Trafficking,Critical,18.717893,119.516073,2024-09-22 19:15:00
1718,Kidnapping,Critical,12.276519,122.617794,2024-06-10 18:12:00
1719,Homicide,Critical,10.534373,121.921222,2024-12-01 09:37:00
1720,Domestic Violence,High,16.426071,119.265059,2024-06-08 09:37:00
1721,Public Disturbance,Medium,7.063955,119.117321,2024-01-26 00:12:00
1722,Domestic Violence,Critical,12.033292,123.5746,2024-07-18 02:55:00
1723,Public Disturbance,Low,11.930357,123.745545,2024-10-01 07:27:00
1724,Robbery,Critical,7.137831,123.884429,2024-06-12 21:24:00
1725,Robbery,High,16.994903,124.00135,2024-08-05 19:10:00
1726,Drug Possession,Medium,12.671201,119.711512,2024-12-10 17:38:00
1727,Traffic Accident,High,10.474883,121.806289,2024-07-25 02:28:00
1728,Cybercrime,Medium,14.815521,122.02811,2024-03-11 20:46:00
1729,Kidnapping,Critical,9.52786,124.704052,2024-02-09 09:52:00
1730,Cybercrime,High,14.164876,122.348731,2024-11-17 18:28:00
1731,Public Disturbance,Medium,17.561053,118.30743,2024-05-22 11:19:00
1732,Theft,High,15.163405,122.332503,2024-04-17 11:35:00
1733,Fire Incident,Critical,18.305574,120.698222,2024-05-02 11:54:00
1734,Robbery,High,9.978174,121.212633,2024-02-08 05:01:00
1735,Homicide,Critical,18.723875,123.151076,2024-11-11 21:34:00
1736,Kidnapping,Critical,13.777616,120.443934,2024-01-25 18:04:00
1737,Homicide,Critical,8.371976,121.374885,2024-05-05 14:25:00
1738,Fire Incident,Critical,15.861897,126.902804,2024-03-06 06:04:00
1739,Terrorism Threat,Critical,17.108541,123.15342,2024-07-19 09:44:00
1740,Terrorism Threat,Critical,10.142523,117.320004,2024-03-01 04:11:00
1741,Homicide,Critical,11.849058,123.356714,2024-06-12 19:01:00
1742,Theft,High,8.832147,124.198952,2024-05-11 20:53:00
1743,Fire Incident,Critical,11.778681,123.090563,2024-11-11 18:41:00
1744,Cybercrime,Medium,6.392178,116.698481,2024-05-14 15:11:00
1745,Fire Incident,Critical,16.380151,116.21721,2024-12-21 18:15:00
1746,Assault,High,15.549115,118.282101,2024-03-26 10:25:00
1747,Drug Possession,Medium,5.074536,120.919562,2024-08-16 20:43:00
1748,Homicide,Critical,5.548004,122.325891,2024-04-27 09:21:00
1749,Assault,Critical,16.920301,116.385058,2024-03-31 19:35:00
1750,Cybercrime,High,18.527866,117.887635,2024-01-01 01:29:00
1751,Vandalism,Medium,5.646328,126.403741,2024-08-01 15:28:00
1752,Terrorism Threat,Critical,6.957971,121.394871,2024-08-15 20:57:00
1753,Traffic Accident,Medium,14.631024,123.288787,2024-02-02 13:48:00
1754,Vandalism,Low,7.633031,119.296802,2024-06-05 17:07:00
1755,Kidnapping,Critical,13.430021,118.37644,2024-09-18 11:07:00
1756,Burglary,Medium,15.207462,120.642165,2024-07-04 15:52:00
1757,Burglary,High,14.096765,117.796513,2024-11-28 02:21:00
1758,Assault,Critical,14.471359,126.342193,2024-04-14 07:22:00
1759,Drug Trafficking,High,13.813955,118.963397,2024-05-20 06:24:00
1760,Traffic Accident,Medium,10.875611,117.688406,2024-11-11 18:11:00
1761,Fire Incident,Critical,5.362738,122.63968,2024-02-26 10:50:00
1762,Burglary,Medium,12.440582,123.523772,2024-10-23 05:01:00
1763,Assault,Critical,13.962485,119.991014,2024-08-30 20:38:00
1764,Burglary,Medium,17.163975,118.48342,2024-01-08 04:22:00
1765,Homicide,Critical,10.280184,126.656508,2024-10-02 17:04:00
1766,Homicide,Critical,15.958271,117.358538,2024-08-11 05:20:00
1767,Public Disturbance,Low,12.405442,123.705011,2024-07-24 08:14:00
1768,Burglary,Medium,17.551983,117.878222,2024-10-10 16:06:00
1769,Drug Possession,High,16.28519,123.455931,2024-10-20 04:50:00
1770,Public Disturbance,Low,8.626854,123.553242,2024-04-23 05:24:00
1771,Kidnapping,Critical,6.997382,122.243169,2024-07-13 16:37:00
1772,Robbery,Critical,14.905034,118.740228,2024-10-31 13:20:00
1773,Terrorism Threat,Critical,7.563463,126.848709,2024-12-07 06:31:00
1774,Cybercrime,High,18.336629,121.726541,2024-06-15 13:56:00
1775,Cybercrime,Medium,18.264365,120.471663,2024-08-15 17:28:00
1776,Assault,High,6.073705,118.640404,2024-03-09 04:21:00
1777,Drug Possession,Medium,6.184192,119.14436,2024-12-24 21:11:00
1778,Theft,High,14.478463,126.256856,2024-04-09 08:15:00
1779,Public Disturbance,Medium,12.210161,126.977499,2024-03-31 19:08:00
1780,Fire Incident,Critical,5.194604,118.092024,2024-01-06 07:24:00
1781,Fraud,High,8.419167,124.128815,2024-01-31 20:13:00
1782,Terrorism Threat,Critical,18.505063,123.419744,2024-06-12 21:21:00
1783,Drug Possession,Medium,10.138713,117.466507,2024-09-14 06:13:00
1784,Robbery,Critical,11.93711,117.875324,2024-03-23 10:53:00
1785,Domestic Violence,High,16.64417,125.358548,2024-03-26 19:50:00
1786,Cybercrime,High,11.763746,118.912259,2024-01-02 15:02:00
1787,Fire Incident,Critical,8.044485,119.353018,2024-01-26 19:10:00
1788,Terrorism Threat,Critical,17.494915,125.33187,2024-02-11 20:49:00
1789,Traffic Accident,Medium,13.617423,119.61407,2024-09-14 16:43:00
1790,Homicide,Critical,5.072162,125.792159,2024-05-15 13:20:00
1791,Fire Incident,Critical,9.963453,117.114716,2024-12-24 07:07:00
1792,Drug Trafficking,High,12.407352,125.88361,2024-10-26 01:50:00
1793,Homicide,Critical,17.783528,116.076015,2024-07-01 03:25:00
1794,Vandalism,Medium,10.535024,119.292134,2024-11-07 21:48:00
1795,Drug Possession,High,6.52173,120.824293,2024-11-15 22:18:00
1796,Drug Possession,Medium,9.952329,120.773562,2024-09-18 14:07:00
1797,Drug Trafficking,High,7.653939,116.442819,2024-10-14 07:11:00
1798,Fraud,High,17.613969,117.763438,2024-05-24 21:38:00
1799,Public Disturbance,Medium,6.663092,121.379746,2024-12-26 20:40:00
1800,Kidnapping,Critical,9.548428,124.40832,2024-10-18 04:20:00
1801,Fire Incident,Critical,6.839847,126.534465,2024-01-16 09:39:00
1802,Kidnapping,Critical,7.177588,121.50001,2024-06-21 05:13:00
1803,Robbery,Critical,11.015311,122.567955,2024-01-06 20:18:00
1804,Fraud,High,9.052533,121.345222,2024-11-08 08:28:00
1805,Vandalism,Low,15.20948,118.055463,2024-07-23 17:15:00
1806,Homicide,Critical,17.098335,126.936828,2024-06-29 02:49:00
1807,Fraud,Medium,11.6345,124.609886,2024-03-16 01:11:00
1808,Drug Possession,Medium,18.895723,122.503158,2024-04-18 07:10:00
1809,Vandalism,Low,6.852141,116.422031,2024-05-19 22:32:00
1810,Kidnapping,Critical,10.968242,122.781141,2024-03-07 05:12:00
1811,Robbery,Critical,10.702161,119.370905,2024-06-17 12:29:00
1812,Vandalism,Medium,10.965062,116.674847,2024-11-06 23:38:00
1813,Robbery,Critical,6.540769,119.999338,2024-09-12 14:35:00
1814,Fraud,Medium,9.477772,116.52312,2024-01-30 18:35:00
1815,Theft,Medium,14.246031,119.538036,2024-07-26 18:16:00
1816,Public Disturbance,Medium,17.718748,117.108379,2024-05-14 14:18:00
1817,Burglary,High,10.090137,119.347924,2024-03-11 13:13:00
1818,Theft,Medium,9.636964,124.154213,2024-09-20 03:39:00
1819,Traffic Accident,Medium,14.103477,118.310366,2024-10-06 15:44:00
1820,Assault,High,6.826796,124.168462,2024-03-28 15:20:00
1821,Robbery,High,7.700985,120.903468,2024-03-12 19:48:00
1822,Assault,Critical,9.22067,121.216184,2024-05-27 02:11:00
1823,Kidnapping,Critical,5.613355,118.108774,2024-07-02 21:12:00
1824,Traffic Accident,High,11.278751,123.890585,2024-11-13 13:51:00
1825,Assault,Critical,10.866058,126.244656,2024-01-16 22:17:00
1826,Drug Possession,High,14.753887,117.418277,2024-02-03 02:12:00
1827,Robbery,High,15.370013,120.372432,2024-02-24 14:28:00
1828,Drug Possession,High,15.510189,120.225655,2024-10-11 04:03:00
1829,Fire Incident,Critical,13.501057,118.276171,2024-01-03 14:55:00
1830,Drug Possession,Medium,13.289579,116.097475,2024-11-27 15:24:00
1831,Burglary,High,16.934651,119.260001,2024-07-14 12:38:00
1832,Homicide,Critical,7.395527,116.501737,2024-06-22 11:08:00
1833,Cybercrime,Medium,13.954615,126.362506,2024-07-21 06:08:00
1834,Kidnapping,Critical,8.786088,124.696835,2024-06-30 07:43:00
1835,Drug Trafficking,High,5.019599,119.822081,2024-09-25 18:40:00
1836,Domestic Violence,High,18.24999,125.72385,2024-07-11 06:24:00
1837,Kidnapping,Critical,10.7168,122.726302,2024-08-24 09:24:00
1838,Robbery,High,16.535045,118.412076,2024-07-22 15:56:00
1839,Drug Possession,High,18.602466,121.911276,2024-03-18 12:13:00
1840,Fire Incident,Critical,18.239188,118.830797,2024-05-30 02:53:00
1841,Terrorism Threat,Critical,8.088947,118.956729,2024-10-14 23:13:00
1842,Kidnapping,Critical,11.244783,124.027931,2024-11-11 23:00:00
1843,Traffic Accident,Medium,17.630354,117.030602,2024-05-12 04:10:00
1844,Terrorism Threat,Critical,7.590392,125.485874,2024-05-17 12:33:00
1845,Public Disturbance,Low,14.0659,116.23152,2024-04-28 15:12:00
1846,Drug Possession,High,14.623136,118.066328,2024-04-14 12:14:00
1847,Assault,Critical,8.433554,126.000442,2024-10-20 02:16:00
1848,Homicide,Critical,15.140297,117.510204,2024-01-09 14:01:00
1849,Homicide,Critical,10.290252,116.227875,2024-01-10 20:50:00
1850,Robbery,High,8.476801,116.919551,2024-04-13 20:44:00
1851,Theft,Medium,18.406648,117.169728,2024-09-03 09:47:00
1852,Assault,High,6.949221,124.356389,2024-11-19 13:09:00
1853,Drug Possession,High,9.644588,117.699647,2024-02-10 16:29:00
1854,Burglary,Medium,5.296911,116.489784,2024-08-04 01:52:00
1855,Homicide,Critical,12.161594,125.201317,2024-04-13 06:44:00
1856,Theft,Medium,5.336012,120.69849,2024-04-17 07:35:00
1857,Traffic Accident,High,8.162381,125.668891,2024-10-07 03:53:00
1858,Homicide,Critical,11.885488,126.898449,2024-06-12 11:48:00
1859,Homicide,Critical,18.390531,119.099957,2024-02-25 13:15:00
1860,Domestic Violence,High,10.046909,126.171724,2024-03-02 18:03:00
1861,Robbery,High,7.492949,121.835287,2024-05-12 01:35:00
1862,Fraud,Medium,17.503646,123.558768,2024-07-27 23:47:00
1863,Traffic Accident,Medium,8.795306,121.491759,2024-09-25 18:42:00
1864,Burglary,Medium,16.043986,125.478854,2024-04-18 05:43:00
1865,Kidnapping,Critical,9.483584,120.296595,2024-12-14 09:12:00
1866,Assault,High,13.0898,126.555438,2024-07-21 18:43:00
1867,Kidnapping,Critical,6.266258,126.942489,2024-05-12 10:26:00
1868,Fire Incident,Critical,9.936523,121.436271,2024-12-16 11:07:00
1869,Fraud,High,6.935098,126.384333,2024-06-28 01:33:00
1870,Fire Incident,Critical,10.861235,121.468125,2024-12-24 16:50:00
1871,Vandalism,Medium,6.170648,123.864132,2024-06-08 17:08:00
1872,Assault,High,10.063932,118.236076,2024-01-13 11:47:00
1873,Traffic Accident,High,18.406621,126.129945,2024-02-13 09:11:00
1874,Traffic Accident,High,16.882521,125.534498,2024-04-11 11:18:00
1875,Cybercrime,High,7.017963,125.386434,2024-11-02 14:51:00
1876,Vandalism,Low,16.589505,116.614522,2024-04-10 08:15:00
1877,Homicide,Critical,18.468728,123.743591,2024-10-01 20:36:00
1878,Theft,High,10.203579,123.715419,2024-02-23 17:13:00
1879,Public Disturbance,Low,5.4226,120.017686,2024-02-27 12:30:00
1880,Vandalism,Low,5.174688,125.141748,2024-10-30 06:46:00
1881,Kidnapping,Critical,15.715848,121.167412,2024-04-12 00:38:00
1882,Cybercrime,High,10.761315,119.710707,2024-01-10 14:51:00
1883,Cybercrime,Medium,7.182423,125.692729,2024-01-24 09:19:00
1884,Drug Possession,Medium,5.152146,125.159481,2024-11-26 19:24:00
